sgRNA	gene	Lib_isg_ctrl	Lib_isg_sort
brunello_ZNF441_4	ZNF441	3211	2785
brunello_ZNF470_1	ZNF470	2121	2126
brunello_ZNF470_2	ZNF470	3776	2777
brunello_ZNF470_3	ZNF470	3707	4347
brunello_ZNF470_4	ZNF470	2410	3424
brunello_ZNF485_1	ZNF485	1923	935
brunello_ZNF485_2	ZNF485	4028	2798
brunello_ZNF485_3	ZNF485	4011	3698
brunello_ZNF485_4	ZNF485	1167	1116
brunello_ZNF501_1	ZNF501	6071	5816
brunello_ZNF501_2	ZNF501	3468	2507
brunello_ZNF501_3	ZNF501	7201	4993
brunello_ZNF501_4	ZNF501	7364	5189
brunello_ZNF540_1	ZNF540	511	863
brunello_ZNF540_2	ZNF540	3449	2323
brunello_ZNF540_3	ZNF540	4539	3115
brunello_ZNF540_4	ZNF540	6413	4824
brunello_ZNF541_1	ZNF541	1479	1139
brunello_ZNF541_2	ZNF541	2737	2118
brunello_ZNF541_3	ZNF541	2099	1840
brunello_ZNF541_4	ZNF541	2012	3656
brunello_ZNF543_1	ZNF543	9547	7524
brunello_ZNF543_2	ZNF543	983	683
brunello_ZNF543_3	ZNF543	2981	2949
brunello_ZNF543_4	ZNF543	2089	2447
brunello_ZNF547_1	ZNF547	5137	5497
brunello_ZNF547_2	ZNF547	2248	2152
brunello_ZNF547_3	ZNF547	3325	2329
brunello_ZNF547_4	ZNF547	3526	3751
brunello_ZNF572_1	ZNF572	7788	7306
brunello_ZNF572_2	ZNF572	933	611
brunello_ZNF572_3	ZNF572	4786	6064
brunello_ZNF572_4	ZNF572	7650	7138
brunello_ZNF583_1	ZNF583	2840	1479
brunello_ZNF583_2	ZNF583	5694	4037
brunello_ZNF583_3	ZNF583	3223	3893
brunello_ZNF583_4	ZNF583	5272	6036
brunello_ZNF594_1	ZNF594	583	250
brunello_ZNF594_2	ZNF594	3401	2456
brunello_ZNF594_3	ZNF594	881	1208
brunello_ZNF594_4	ZNF594	6372	5278
brunello_ZNF610_1	ZNF610	5846	6058
brunello_ZNF610_2	ZNF610	3973	4489
brunello_ZNF610_3	ZNF610	4236	3846
brunello_ZNF610_4	ZNF610	3968	4212
brunello_ZNF613_1	ZNF613	3577	3461
brunello_ZNF613_2	ZNF613	3951	3285
brunello_ZNF613_3	ZNF613	3989	4974
brunello_ZNF613_4	ZNF613	2044	1806
brunello_ZNF616_1	ZNF616	6515	7740
brunello_ZNF616_2	ZNF616	2048	650
brunello_ZNF616_3	ZNF616	3690	4183
brunello_ZNF616_4	ZNF616	1874	2032
brunello_ZNF618_1	ZNF618	6980	6186
brunello_ZNF618_2	ZNF618	4034	2790
brunello_ZNF618_3	ZNF618	4077	4386
brunello_ZNF618_4	ZNF618	2647	3267
brunello_ZNF620_1	ZNF620	5049	7419
brunello_ZNF620_2	ZNF620	784	1020
brunello_ZNF620_3	ZNF620	5866	5327
brunello_ZNF620_4	ZNF620	5847	5408
brunello_ZNF684_1	ZNF684	2799	1869
brunello_ZNF684_2	ZNF684	3273	3182
brunello_ZNF684_3	ZNF684	2662	3790
brunello_ZNF684_4	ZNF684	6436	5733
brunello_ZNF691_1	ZNF691	3066	3038
brunello_ZNF691_2	ZNF691	5416	7027
brunello_ZNF691_3	ZNF691	4994	4932
brunello_ZNF691_4	ZNF691	2451	2273
brunello_ZNF696_1	ZNF696	4836	3940
brunello_ZNF696_2	ZNF696	5265	5438
brunello_ZNF696_3	ZNF696	3296	2165
brunello_ZNF696_4	ZNF696	4259	2629
brunello_ZNF701_1	ZNF701	2245	2948
brunello_ZNF701_2	ZNF701	3766	3989
brunello_ZNF701_3	ZNF701	5163	2816
brunello_ZNF701_4	ZNF701	4000	2769
brunello_ZNF704_1	ZNF704	5782	3756
brunello_ZNF704_2	ZNF704	4041	2520
brunello_ZNF704_3	ZNF704	3102	2837
brunello_ZNF704_4	ZNF704	1792	1219
brunello_ZNF772_1	ZNF772	5139	4293
brunello_ZNF772_2	ZNF772	7734	7347
brunello_ZNF772_3	ZNF772	3123	2396
brunello_ZNF772_4	ZNF772	5662	6964
brunello_ZNF780A_1	ZNF780A	2341	1768
brunello_ZNF780A_2	ZNF780A	3659	3217
brunello_ZNF780A_3	ZNF780A	1891	1148
brunello_ZNF780A_4	ZNF780A	2257	1557
brunello_ZNF780B_1	ZNF780B	3001	2623
brunello_ZNF780B_2	ZNF780B	4317	5265
brunello_ZNF780B_3	ZNF780B	2999	2279
brunello_ZNF780B_4	ZNF780B	2114	1479
brunello_ZNF816_1	ZNF816	3705	4769
brunello_ZNF816_2	ZNF816	5166	7066
brunello_ZNF816_3	ZNF816	6539	5714
brunello_ZNF816_4	ZNF816	4007	3334
brunello_ZNF829_1	ZNF829	994	1320
brunello_ZNF829_2	ZNF829	2707	2342
brunello_ZNF829_3	ZNF829	2429	3007
brunello_ZNF829_4	ZNF829	2999	5020
brunello_ZNF835_1	ZNF835	3174	2054
brunello_ZNF835_2	ZNF835	5657	5692
brunello_ZNF835_3	ZNF835	7300	5183
brunello_ZNF835_4	ZNF835	3938	3647
brunello_ZNF844_1	ZNF844	3679	2885
brunello_ZNF844_2	ZNF844	3674	3373
brunello_ZNF844_3	ZNF844	1872	3248
brunello_ZNF844_4	ZNF844	7602	7950
brunello_ZNF850_1	ZNF850	5342	4100
brunello_ZNF850_2	ZNF850	4618	5728
brunello_ZNF850_3	ZNF850	4260	2873
brunello_ZNF850_4	ZNF850	4282	4089
brunello_ZNF879_1	ZNF879	1875	1703
brunello_ZNF879_2	ZNF879	4457	4336
brunello_ZNF879_3	ZNF879	4930	4934
brunello_ZNF879_4	ZNF879	2012	1634
brunello_ZNFX1_1	ZNFX1	4199	3445
brunello_ZNFX1_2	ZNFX1	4037	4664
brunello_ZNFX1_3	ZNFX1	3944	3347
brunello_ZNFX1_4	ZNFX1	1546	822
brunello_ZNRF2_1	ZNRF2	7569	6422
brunello_ZNRF2_2	ZNRF2	6733	7080
brunello_ZNRF2_3	ZNRF2	3877	3234
brunello_ZNRF2_4	ZNRF2	2185	2751
brunello_ZSCAN20_1	ZSCAN20	5410	4092
brunello_ZSCAN20_2	ZSCAN20	4049	3711
brunello_ZSCAN20_3	ZSCAN20	5095	4733
brunello_ZSCAN20_4	ZSCAN20	1256	1229
brunello_ZSCAN22_1	ZSCAN22	4553	6093
brunello_ZSCAN22_2	ZSCAN22	5404	4948
brunello_ZSCAN22_3	ZSCAN22	2121	3281
brunello_ZSCAN22_4	ZSCAN22	2438	1794
brunello_ZSWIM3_1	ZSWIM3	5526	4060
brunello_ZSWIM3_2	ZSWIM3	1769	998
brunello_ZSWIM3_3	ZSWIM3	2500	2070
brunello_ZSWIM3_4	ZSWIM3	2466	3508
brunello_ZSWIM4_1	ZSWIM4	6879	5586
brunello_ZSWIM4_2	ZSWIM4	2193	3430
brunello_ZSWIM4_3	ZSWIM4	4772	5165
brunello_ZSWIM4_4	ZSWIM4	6818	5199
brunello_ZUFSP_1	ZUFSP	4800	4298
brunello_ZUFSP_2	ZUFSP	2640	2357
brunello_ZUFSP_3	ZUFSP	2011	2274
brunello_ZUFSP_4	ZUFSP	3904	4920
FHCRC_O_E_P_1	DCDC5	2983	3299
FHCRC_O_E_P_10	NEURL3	4740	4639
FHCRC_O_E_P_11	NEURL3	2932	4131
FHCRC_O_E_P_12	NEURL3	1764	1228
FHCRC_O_E_P_13	NEURL3	2030	1450
FHCRC_O_E_P_14	NEURL3	1721	1565
FHCRC_O_E_P_15	NEURL3	5882	3668
FHCRC_O_E_P_16	NEURL3	2798	4092
FHCRC_O_E_P_17	LOC728485	2491	2369
FHCRC_O_E_P_18	LOC728485	2196	1652
FHCRC_O_E_P_19	LOC728485	1176	1097
FHCRC_O_E_P_2	DCDC5	3928	3028
FHCRC_O_E_P_20	LOC728485	2138	2836
FHCRC_O_E_P_21	LOC728485	2680	2075
FHCRC_O_E_P_22	LOC728485	6506	8262
FHCRC_O_E_P_23	LOC728485	2019	2553
FHCRC_O_E_P_24	LOC728485	912	732
FHCRC_O_E_P_25	SEC22B	2507	2292
FHCRC_O_E_P_26	SEC22B	1264	770
FHCRC_O_E_P_27	SEC22B	3321	2346
FHCRC_O_E_P_28	SEC22B	2075	1739
FHCRC_O_E_P_29	SEC22B	2103	1298
FHCRC_O_E_P_3	DCDC5	4965	4797
FHCRC_O_E_P_30	SEC22B	1381	1292
FHCRC_O_E_P_31	SEC22B	2815	3368
FHCRC_O_E_P_32	SEC22B	1280	1695
FHCRC_O_E_P_33	PRDM11	6393	7911
FHCRC_O_E_P_34	PRDM11	5250	3669
FHCRC_O_E_P_35	PRDM11	1584	961
FHCRC_O_E_P_36	PRDM11	3237	3486
FHCRC_O_E_P_37	PRDM11	1665	2923
FHCRC_O_E_P_38	PRDM11	3521	3537
FHCRC_O_E_P_39	PRDM11	4593	3898
FHCRC_O_E_P_4	DCDC5	4464	5019
FHCRC_O_E_P_40	PRDM11	4313	2749
FHCRC_O_E_P_41	KIR2DL5A	5413	5635
FHCRC_O_E_P_42	KIR2DL5A	4694	5703
FHCRC_O_E_P_43	KIR2DL5A	7424	7521
FHCRC_O_E_P_44	KIR2DL5A	4608	4969
FHCRC_O_E_P_45	KIR2DL5A	7993	9216
FHCRC_O_E_P_46	KIR2DL5A	7961	11397
FHCRC_O_E_P_47	KIR2DL5A	6940	9239
FHCRC_O_E_P_48	KIR2DL5A	5008	4005
FHCRC_O_E_P_49	ANO7P1	6874	6302
FHCRC_O_E_P_5	DCDC5	3956	3480
FHCRC_O_E_P_50	ANO7P1	5677	7786
FHCRC_O_E_P_51	ANO7P1	5572	3827
FHCRC_O_E_P_52	ANO7P1	2923	3065
FHCRC_O_E_P_53	ANO7P1	4733	3385
FHCRC_O_E_P_54	ANO7P1	6139	5347
FHCRC_O_E_P_55	ANO7P1	4394	3269
FHCRC_O_E_P_56	ANO7P1	8878	7966
FHCRC_O_E_P_57	KIR2DS5	7643	7228
FHCRC_O_E_P_58	KIR2DS5	1201	2041
FHCRC_O_E_P_59	KIR2DS5	6219	7587
FHCRC_O_E_P_6	DCDC5	3784	4456
FHCRC_O_E_P_60	KIR2DS5	1555	1891
FHCRC_O_E_P_61	KIR2DS5	7106	7607
FHCRC_O_E_P_62	KIR2DS5	4159	5221
FHCRC_O_E_P_63	KIR2DS5	1965	2089
FHCRC_O_E_P_64	KIR2DS5	3525	4967
FHCRC_O_E_P_65	SRGAP2P2	5101	5379
FHCRC_O_E_P_66	SRGAP2P2	4672	5384
FHCRC_O_E_P_67	SRGAP2P2	2249	1407
FHCRC_O_E_P_68	SRGAP2P2	5563	5907
FHCRC_O_E_P_69	SRGAP2P2	1371	1697
FHCRC_O_E_P_7	DCDC5	2329	3323
FHCRC_O_E_P_70	SRGAP2P2	1075	766
FHCRC_O_E_P_71	SRGAP2P2	4823	4844
FHCRC_O_E_P_72	SRGAP2P2	4827	3097
FHCRC_O_E_P_73	USP41	5747	5122
FHCRC_O_E_P_74	USP41	4413	3344
FHCRC_O_E_P_75	USP41	4557	4660
FHCRC_O_E_P_76	USP41	5883	7455
FHCRC_O_E_P_77	USP41	9582	7702
FHCRC_O_E_P_78	USP41	970	1418
FHCRC_O_E_P_79	USP41	5475	7507
FHCRC_O_E_P_8	DCDC5	4237	4269
FHCRC_O_E_P_80	USP41	4414	9448
FHCRC_O_E_P_81	DNAPTP3	6171	6176
FHCRC_O_E_P_82	DNAPTP3	4703	4775
FHCRC_O_E_P_83	DNAPTP3	3780	4430
FHCRC_O_E_P_84	DNAPTP3	411	588
FHCRC_O_E_P_85	DNAPTP3	128	63
FHCRC_O_E_P_86	DNAPTP3	5054	5790
FHCRC_O_E_P_87	DNAPTP3	4872	4106
FHCRC_O_E_P_88	DNAPTP3	2288	2458
FHCRC_O_E_P_89	NPIP8	6728	5311
FHCRC_O_E_P_9	NEURL3	1968	2155
FHCRC_O_E_P_90	NPIP8	5473	4694
FHCRC_O_E_P_91	NPIP8	5423	4734
FHCRC_O_E_P_92	NPIP8	1495	2241
FHCRC_O_E_P_93	NPIP8	1115	475
FHCRC_O_E_P_94	NPIP8	2124	2777
FHCRC_O_E_P_95	NPIP8	12	0
FHCRC_O_E_P_96	NPIP8	310	731
HGLibA_00007	A2M	4262	4872
HGLibA_00008	A2M	3315	3134
HGLibA_00009	A2M	4812	4117
HGLibA_00016	A4GALT	4618	5049
HGLibA_00017	A4GALT	2406	2084
HGLibA_00018	A4GALT	6800	6810
HGLibA_00067	AARS	519	321
HGLibA_00068	AARS	869	1563
HGLibA_00069	AARS	7589	6460
HGLibA_00118	ABCA6	3776	2782
HGLibA_00119	ABCA6	2469	2149
HGLibA_00120	ABCA6	4743	5913
HGLibA_00121	ABCA7	3214	2222
HGLibA_00122	ABCA7	3493	4160
HGLibA_00123	ABCA7	2527	2545
HGLibA_00130	ABCB1	7224	7679
HGLibA_00131	ABCB1	5861	4647
HGLibA_00132	ABCB1	3082	2656
HGLibA_00190	ABCD1	3029	3552
HGLibA_00191	ABCD1	5734	7652
HGLibA_00192	ABCD1	6681	6823
HGLibA_00217	ABCG2	3035	2014
HGLibA_00218	ABCG2	3667	2889
HGLibA_00219	ABCG2	3988	4990
HGLibA_00304	ABL2	9886	7218
HGLibA_00305	ABL2	2579	1212
HGLibA_00306	ABL2	7429	6974
HGLibA_00313	ABLIM3	5834	4070
HGLibA_00314	ABLIM3	3860	3082
HGLibA_00315	ABLIM3	6589	5387
HGLibA_00337	ABTB2	7954	8129
HGLibA_00338	ABTB2	4572	6056
HGLibA_00339	ABTB2	6933	7541
HGLibA_00382	ACAP1	2998	1820
HGLibA_00383	ACAP1	5058	5124
HGLibA_00384	ACAP1	286	647
HGLibA_00421	ACE	5292	4155
HGLibA_00422	ACE	6071	5401
HGLibA_00423	ACE	2595	3692
HGLibA_00436	ACHE	5458	6886
HGLibA_00437	ACHE	5328	4338
HGLibA_00438	ACHE	4373	4415
HGLibA_00475	ACOT13	3862	3903
HGLibA_00477	ACOT13	4590	5708
HGLibA_00493	ACOT9	4471	6504
HGLibA_00494	ACOT9	2303	1997
HGLibA_00495	ACOT9	6902	5954
HGLibA_00535	ACRC	2689	2039
HGLibA_00536	ACRC	8323	8707
HGLibA_00537	ACRC	8304	7652
HGLibA_00553	ACSL1	5119	3968
HGLibA_00554	ACSL1	8437	6796
HGLibA_00555	ACSL1	4597	5507
HGLibA_00559	ACSL4	8344	9532
HGLibA_00560	ACSL4	6660	7508
HGLibA_00561	ACSL4	7297	7017
HGLibA_00583	ACSM5	5892	6102
HGLibA_00584	ACSM5	3322	2881
HGLibA_00585	ACSM5	6217	5466
HGLibA_00616	ACTL10	4592	4463
HGLibA_00617	ACTL10	5892	6993
HGLibA_00618	ACTL10	9576	7256
HGLibA_00694	ACVR2A	4959	4874
HGLibA_00695	ACVR2A	5731	3646
HGLibA_00715	ADA	2840	3292
HGLibA_00716	ADA	5464	5496
HGLibA_00717	ADA	5163	4306
HGLibA_00763	ADAM28	3287	3066
HGLibA_00764	ADAM28	5798	4133
HGLibA_00765	ADAM28	2129	1438
HGLibA_00787	ADAMDEC1	3926	3361
HGLibA_00788	ADAMDEC1	4235	4138
HGLibA_00789	ADAMDEC1	6193	5626
HGLibA_00802	ADAMTS14	8832	9326
HGLibA_00803	ADAMTS14	3658	3151
HGLibA_00804	ADAMTS14	6689	7312
HGLibA_00835	ADAMTS6	2035	4071
HGLibA_00836	ADAMTS6	1762	2082
HGLibA_00837	ADAMTS6	7738	8119
HGLibA_00838	ADAMTS7	1986	1455
HGLibA_00839	ADAMTS7	4518	4392
HGLibA_00840	ADAMTS7	4811	5155
HGLibA_00865	ADAP2	1538	798
HGLibA_00866	ADAP2	3282	3382
HGLibA_00867	ADAP2	1417	1658
HGLibA_00868	ADAR	3123	4006
HGLibA_00869	ADAR	5036	3967
HGLibA_00870	ADAR	6749	5839
HGLibA_00874	ADARB2	4831	6574
HGLibA_00875	ADARB2	8475	7938
HGLibA_00876	ADARB2	8383	8391
HGLibA_00992	ADM	6895	6697
HGLibA_00993	ADM	4030	3700
HGLibA_00994	ADM2	4526	3961
HGLibA_00996	ADM2	1805	2155
HGLibA_01012	ADORA2A	6816	7327
HGLibA_01013	ADORA2A	4145	3946
HGLibA_01014	ADORA2A	6839	7222
HGLibA_01018	ADORA3	8974	8015
HGLibA_01019	ADORA3	5146	6133
HGLibA_01020	ADORA3	6313	7842
HGLibA_01024	ADPRH	2442	2258
HGLibA_01025	ADPRH	5070	5579
HGLibA_01033	ADPRM	4214	4145
HGLibA_01035	ADPRM	5243	3432
HGLibA_01090	AEN	254	19
HGLibA_01091	AEN	2959	1582
HGLibA_01092	AEN	3839	3163
HGLibA_01235	AGPAT9	2613	2763
HGLibA_01236	AGPAT9	5515	4926
HGLibA_01249	AGRN	3822	2778
HGLibA_01250	AGRN	4384	4380
HGLibA_01251	AGRN	3375	2980
HGLibA_01255	AGT	3796	2510
HGLibA_01256	AGT	5826	6268
HGLibA_01257	AGT	3514	4071
HGLibA_01270	AGXT	3546	2529
HGLibA_01271	AGXT	3703	3772
HGLibA_01272	AGXT	3873	3706
HGLibA_01303	AHNAK2	5116	4648
HGLibA_01304	AHNAK2	4585	2956
HGLibA_01305	AHNAK2	2231	2973
HGLibA_01309	AHRR	1576	2467
HGLibA_01310	AHRR	8116	7447
HGLibA_01311	AHRR	3063	3638
HGLibA_01327	AIDA	9239	8083
HGLibA_01328	AIDA	5524	5211
HGLibA_01329	AIDA	2559	3132
HGLibA_01348	AIM1	6136	4179
HGLibA_01349	AIM1	780	1269
HGLibA_01350	AIM1	2926	1505
HGLibA_01351	AIM2	5802	4261
HGLibA_01352	AIM2	3698	4326
HGLibA_01353	AIM2	3743	3812
HGLibA_01384	AK4	11476	11019
HGLibA_01385	AK4	7349	9680
HGLibA_01386	AK4	3889	3813
HGLibA_01411	AKAP12	5038	4072
HGLibA_01412	AKAP12	5633	4775
HGLibA_01413	AKAP12	5459	6820
HGLibA_01426	AKAP2	1134	1214
HGLibA_01427	AKAP2	3226	3385
HGLibA_01428	AKAP2	4866	5834
HGLibA_01429	AKAP3	695	544
HGLibA_01430	AKAP3	3746	4402
HGLibA_01431	AKAP3	5882	5905
HGLibA_01441	AKAP7	3413	3313
HGLibA_01442	AKAP7	1978	1442
HGLibA_01443	AKAP7	2334	2066
HGLibA_01444	AKAP8	4788	4386
HGLibA_01446	AKAP8	12116	14020
HGLibA_01507	AKT1S1	5653	6090
HGLibA_01508	AKT1S1	4880	5771
HGLibA_01509	AKT1S1	4824	3511
HGLibA_01513	AKT3	4882	5792
HGLibA_01514	AKT3	5075	4195
HGLibA_01515	AKT3	7397	7156
HGLibA_01522	ALAS1	2310	2097
HGLibA_01523	ALAS1	5576	5835
HGLibA_01524	ALAS1	2419	2109
HGLibA_01531	ALCAM	3940	5284
HGLibA_01532	ALCAM	6018	8121
HGLibA_01533	ALCAM	4201	4885
HGLibA_01540	ALDH1A1	4066	2612
HGLibA_01541	ALDH1A1	4397	3970
HGLibA_01542	ALDH1A1	3869	4625
HGLibA_01543	ALDH1A2	1123	1655
HGLibA_01545	ALDH1A2	3571	3084
HGLibA_01549	ALDH1B1	1530	1115
HGLibA_01550	ALDH1B1	6049	7238
HGLibA_01551	ALDH1B1	5799	7318
HGLibA_01555	ALDH1L2	4309	3775
HGLibA_01556	ALDH1L2	8262	8929
HGLibA_01557	ALDH1L2	2935	2539
HGLibA_01595	ALDOB	10385	7546
HGLibA_01732	ALX1	8457	7722
HGLibA_01733	ALX1	8407	7875
HGLibA_01734	ALX1	3306	3722
HGLibA_01741	ALYREF	5291	3606
HGLibA_01742	ALYREF	6885	5482
HGLibA_01743	ALYREF	5757	4952
HGLibA_01744	AMACR	6775	7848
HGLibA_01745	AMACR	913	620
HGLibA_01746	AMACR	5205	5407
HGLibA_01819	AMOTL2	5093	4995
HGLibA_01820	AMOTL2	3985	4640
HGLibA_01821	AMOTL2	3274	4846
HGLibA_01828	AMPD3	2714	3310
HGLibA_01829	AMPD3	2597	1802
HGLibA_01830	AMPD3	3080	3266
HGLibA_01831	AMPH	817	239
HGLibA_01832	AMPH	3673	4564
HGLibA_01833	AMPH	5385	6247
HGLibA_01855	AMZ1	4387	5672
HGLibA_01856	AMZ1	6029	5566
HGLibA_01857	AMZ1	6224	5345
HGLibA_01909	ANGPTL1	4189	3991
HGLibA_01910	ANGPTL1	3101	2253
HGLibA_01911	ANGPTL1	3398	3634
HGLibA_01924	ANGPTL6	7177	6722
HGLibA_01925	ANGPTL6	8034	6755
HGLibA_01926	ANGPTL6	8755	8664
HGLibA_01939	ANK3	6289	5666
HGLibA_01940	ANK3	8088	9995
HGLibA_01941	ANK3	2602	1218
HGLibA_01952	ANKEF1	7996	9949
HGLibA_01953	ANKEF1	10174	10621
HGLibA_01957	ANKFY1	7328	9165
HGLibA_01958	ANKFY1	5878	6652
HGLibA_01959	ANKFY1	1301	601
HGLibA_01987	ANKRD1	4837	4994
HGLibA_01988	ANKRD1	1214	2121
HGLibA_01989	ANKRD1	6450	6482
HGLibA_02039	ANKRD22	5522	4931
HGLibA_02071	ANKRD33B	7410	7562
HGLibA_02072	ANKRD33B	3662	3113
HGLibA_02073	ANKRD33B	3725	3135
HGLibA_02140	ANKRD66	6679	6243
HGLibA_02141	ANKRD66	45	9
HGLibA_02142	ANKRD66	10016	12176
HGLibA_02152	ANKS1B	3958	4519
HGLibA_02153	ANKS1B	7093	8106
HGLibA_02154	ANKS1B	5890	4921
HGLibA_02182	ANO5	4241	4198
HGLibA_02183	ANO5	3714	2525
HGLibA_02184	ANO5	3996	3794
HGLibA_02200	ANP32B	6218	4984
HGLibA_02201	ANP32B	4901	4740
HGLibA_02202	ANP32B	6264	8043
HGLibA_02221	ANXA10	2147	1309
HGLibA_02222	ANXA10	2889	2215
HGLibA_02223	ANXA10	1260	775
HGLibA_02233	ANXA2R	4443	5161
HGLibA_02234	ANXA2R	5101	4889
HGLibA_02235	ANXA2R	5250	4641
HGLibA_02269	AOC2	5563	5005
HGLibA_02270	AOC2	2811	2583
HGLibA_02271	AOC2	4926	5301
HGLibA_02302	AP1S3	3057	2796
HGLibA_02303	AP1S3	2772	2329
HGLibA_02466	APOBEC1	7691	5776
HGLibA_02467	APOBEC1	3293	4175
HGLibA_02468	APOBEC1	5555	7040
HGLibA_02472	APOBEC3A	2608	2481
HGLibA_02474	APOBEC3A	3247	3206
HGLibA_02475	APOBEC3A_B	2389	2234
HGLibA_02477	APOBEC3A_B	5072	4033
HGLibA_02478	APOBEC3B	3074	3818
HGLibA_02479	APOBEC3B	241	188
HGLibA_02480	APOBEC3B	8828	7902
HGLibA_02481	APOBEC3C	9778	7299
HGLibA_02482	APOBEC3C	6375	6146
HGLibA_02483	APOBEC3C	5815	3289
HGLibA_02484	APOBEC3D	4164	5427
HGLibA_02485	APOBEC3D	10274	11930
HGLibA_02486	APOBEC3D	6972	8119
HGLibA_02487	APOBEC3F	3832	4018
HGLibA_02488	APOBEC3F	8898	9542
HGLibA_02489	APOBEC3F	3047	1535
HGLibA_02490	APOBEC3G	6677	6291
HGLibA_02491	APOBEC3G	4251	3272
HGLibA_02492	APOBEC3G	5148	5318
HGLibA_02493	APOBEC3H	3248	3195
HGLibA_02494	APOBEC3H	6405	5317
HGLibA_02495	APOBEC3H	4840	5772
HGLibA_02506	APOC2	4006	3885
HGLibA_02514	APOD	3888	4175
HGLibA_02515	APOD	5070	4151
HGLibA_02517	APOE	6309	5931
HGLibA_02518	APOE	4060	3249
HGLibA_02519	APOE	12494	13280
HGLibA_02520	APOF	4663	4078
HGLibA_02521	APOF	5870	6877
HGLibA_02522	APOF	8315	7407
HGLibA_02526	APOL1	2582	1950
HGLibA_02527	APOL1	7659	8575
HGLibA_02528	APOL1	10387	11920
HGLibA_02529	APOL2	5031	5400
HGLibA_02530	APOL2	4659	3652
HGLibA_02531	APOL2	4313	3865
HGLibA_02532	APOL3	5967	5979
HGLibA_02533	APOL3	5903	4987
HGLibA_02534	APOL3	5678	4670
HGLibA_02535	APOL4	6792	7498
HGLibA_02536	APOL4	6006	5149
HGLibA_02537	APOL4	4826	5718
HGLibA_02541	APOL6	3080	3449
HGLibA_02542	APOL6	5378	6321
HGLibA_02543	APOL6	3029	3718
HGLibA_02610	AQP9	2909	1553
HGLibA_02611	AQP9	3073	2653
HGLibA_02612	AQP9	3391	2956
HGLibA_02684	ARG1	4664	3552
HGLibA_02685	ARG1	2870	2757
HGLibA_02686	ARG1	7756	6613
HGLibA_02687	ARG2	3344	2970
HGLibA_02688	ARG2	8128	8305
HGLibA_02737	ARHGAP25	11929	11805
HGLibA_02738	ARHGAP25	3352	4863
HGLibA_02739	ARHGAP25	5208	4094
HGLibA_02743	ARHGAP27	5183	5898
HGLibA_02744	ARHGAP27	5606	6550
HGLibA_02745	ARHGAP27	2858	2253
HGLibA_02755	ARHGAP31	4054	3392
HGLibA_02756	ARHGAP31	6874	7311
HGLibA_02757	ARHGAP31	5160	6046
HGLibA_02839	ARHGEF26	8845	11681
HGLibA_02840	ARHGEF26	3513	3067
HGLibA_02841	ARHGEF26	3684	2517
HGLibA_02845	ARHGEF3	7242	8070
HGLibA_02846	ARHGEF3	2143	1556
HGLibA_02847	ARHGEF3	3601	2090
HGLibA_02905	ARID5A	1956	2629
HGLibA_02907	ARID5A	2488	2915
HGLibA_02977	ARL5B	2481	2965
HGLibA_02978	ARL5B	973	903
HGLibA_02979	ARL5B	4077	4122
HGLibA_03034	ARMC9	3981	4055
HGLibA_03035	ARMC9	5713	5838
HGLibA_03036	ARMC9	3432	2476
HGLibA_03043	ARMCX3	3653	2854
HGLibA_03045	ARMCX3	7202	7564
HGLibA_03064	ARNT2	1899	1886
HGLibA_03065	ARNT2	4671	4443
HGLibA_03066	ARNT2	7429	6756
HGLibA_03067	ARNTL	3893	2491
HGLibA_03068	ARNTL	4445	4418
HGLibA_03069	ARNTL	2523	1790
HGLibA_03070	ARNTL2	5623	4098
HGLibA_03071	ARNTL2	7554	9335
HGLibA_03072	ARNTL2	5989	7047
HGLibA_03118	ARRDC3	2574	2610
HGLibA_03120	ARRDC3	7741	6386
HGLibA_03130	ARSB	11065	13064
HGLibA_03131	ARSB	3580	2678
HGLibA_03132	ARSB	6811	5899
HGLibA_03232	ASB2	2807	2421
HGLibA_03233	ASB2	5011	5734
HGLibA_03234	ASB2	2588	2797
HGLibA_03262	ASCC3	5586	5503
HGLibA_03263	ASCC3	5620	6442
HGLibA_03264	ASCC3	4742	4362
HGLibA_03268	ASCL2	6316	9326
HGLibA_03269	ASCL2	8036	9931
HGLibA_03270	ASCL2	3923	3359
HGLibA_03313	ASIP	4666	5868
HGLibA_03314	ASIP	2794	2672
HGLibA_03315	ASIP	2754	2606
HGLibA_03340	ASPA	10513	11750
HGLibA_03341	ASPA	5866	5015
HGLibA_03342	ASPA	6656	8005
HGLibA_03355	ASPHD2	9705	9766
HGLibA_03356	ASPHD2	5764	4684
HGLibA_03357	ASPHD2	2403	1314
HGLibA_03424	ATCAY	6767	10126
HGLibA_03425	ATCAY	5653	4829
HGLibA_03426	ATCAY	5750	6344
HGLibA_03436	ATF3	4077	4631
HGLibA_03437	ATF3	4425	4609
HGLibA_03438	ATF3	1528	554
HGLibA_03442	ATF5	2997	2153
HGLibA_03443	ATF5	506	575
HGLibA_03444	ATF5	1658	2620
HGLibA_03514	ATL1	3297	4482
HGLibA_03515	ATL1	2129	2695
HGLibA_03516	ATL1	2268	2448
HGLibA_03520	ATL3	3222	2809
HGLibA_03521	ATL3	4899	4847
HGLibA_03522	ATL3	4287	3379
HGLibA_03544	ATP10A	3182	3979
HGLibA_03545	ATP10A	5545	7814
HGLibA_03546	ATP10A	8000	6025
HGLibA_03548	ATP10B	5514	5617
